category,rating,reviews,content_rating,last_updated_on,price_transformed,size_transformed,release_transformed,os_transformed,downloads
Education,3.83,29,Everyone,2020-04-28,0.0,4.9M,1,4.1 and up,"10,000+"
Books And Reference,4.49,230,Everyone,2015-06-12,0.0,2.0M,1,2.1 and up,"50,000+"
Game Arcade,3.67,3,Everyone,2019-03-11,0.0,9.2M,1.1,3.0 and up,10+
Game Board,1.92,1100,Everyone,2020-05-06,0.0,28M,1.1.0,4.1 and up,"10,000+"
Game Card,3.77,1645,Everyone,2019-12-15,0.0,3.9M,1.31,2.3.3 and up,"100,000+"
Personalization,4.68,1207,Mature 17+,2020-04-03,0.0,18M,1.5.0,4.1 and up,"100,000+"
Travel And Local,3.3,256,Everyone,2019-09-05,0.0,17M,1.1.2,5.0 and up,"100,000+"
Game,3.8,469,Everyone,2018-06-23,0.0,80M,1.4,4.0 and up,"10,000+"
Video Players,3.3,381023,Everyone,2019-08-30,0.0,53M,2.7.8,4.0 and up,"10,000,000+"
Maps And Navigation,4.6,7232629,Everyone,2019-09-02,0.0,,,,"100,000,000+"
News And Magazines,5.0,10,Everyone,2020-04-16,0.0,4.1M,1.1.1,4.0.3 and up,"1,000+"
Books And Reference,4.24,33,Everyone,2019-05-10,0.0,4.0M,4.1,4.0.3 and up,"1,000+"
Business,4.0,55,Everyone,2018-09-07,297.5742,5.7M,1.25,2.1 and up,"1,000+"
Lifestyle,4.2,134,Everyone,2018-08-22,2833.2942000000003,1.8M,1.0,4.0.3 and up,"1,000+"
Books And Reference,4.45,251667,Everyone,2020-03-21,0.0,,3.2.29-1,1.5 and up,"10,000,000+"
Family,4.1,23609,Teen,2019-05-18,0.0,31M,1.26,4.0 and up,"1,000,000+"
Finance,3.5,100,Everyone,2018-07-18,0.0,11M,3.0.830,4.0 and up,"10,000+"
Education,4.46,118,Everyone,2020-04-01,0.0,3.4M,3.1b,4.4 and up,"50,000+"
Parenting,4.6,62386,Everyone,2019-07-17,0.0,3.4M,2.7,4.0 and up,"1,000,000+"
Food And Drink,3.31,16,Everyone,2020-04-15,0.0,28M,,,"5,000+"
Shopping,4.6,284725,Everyone,2019-09-04,0.0,20M,7.2.1,4.1 and up,"10,000,000+"
Sports,4.35,39495,Everyone,2019-12-27,0.0,,,,"1,000,000+"
Tools,3.97,105275,Everyone,2020-03-24,0.0,6.1M,1.4.4,4.1 and up,"10,000,000+"
Finance,4.7,7514,Everyone,2019-09-04,0.0,14M,1.9.9.9.3,4.4 and up,"100,000+"
Game Puzzle,4.12,16,Everyone,2019-08-01,0.0,24M,3.19.7zg,4.0.3 and up,"1,000+"
Travel And Local,3.54,7855,Everyone,2020-05-05,0.0,31M,4.2.0.8297,4.2 and up,"1,000,000+"
Game,4.3,285814,Teen,2019-07-31,0.0,84M,3.5,4.0 and up,"10,000,000+"
Game Casual,4.58,4344742,Everyone,2020-05-02,0.0,58M,2.27.1,4.1 and up,"100,000,000+"
Video Players,4.0,46,Everyone,2016-05-24,0.0,3.1M,1.0.6,3.0 and up,"5,000+"
Personalization,4.4,47393,Everyone,2019-06-28,0.0,7.2M,1.8.0.24_180511,5.0 and up,"10,000,000+"
Lifestyle,4.55,33278,Everyone,2020-04-29,0.0,19M,2.2,4.1 and up,"1,000,000+"
Business,1.0,1,Everyone,2018-05-31,0.0,33M,43.0.0.5,4.1 and up,100+
Game Puzzle,4.35,140716,Everyone,2020-04-25,0.0,91M,1.2.7,4.1 and up,"10,000,000+"
Business,4.33,176,Everyone,2019-07-12,0.0,2.8M,11,4.0.3 and up,"50,000+"
Video Players,4.74,975119,Everyone,2020-04-11,0.0,99M,5.0.5.4019-a8a5b21f5,5.0 and up,"50,000,000+"
Family,4.1,148295,Everyone,2019-04-09,0.0,26M,1.6,4.1 and up,"10,000,000+"
Social,4.25,12,Teen,2019-11-20,0.0,2.5M,2.0.0,4.0.3 and up,"1,000+"
Education,4.36,1158,Everyone,2020-05-06,0.0,25M,2.0.13,4.1 and up,"50,000+"
Education,3.8,2469,Everyone,2019-04-27,0.0,11M,,,"500,000+"
Personalization,4.52,5204,Everyone,2020-04-14,0.0,14M,2.0.3,4.0.3 and up,"100,000+"
Game Educational,4.62,2947,Everyone,2020-04-14,0.0,54M,1.1.0.8,4.4 and up,"500,000+"
Comics,3.73,287,Teen,2020-05-07,0.0,2.9M,1.1.6,4.3 and up,"10,000+"
Medical,4.7,156410,Everyone,2019-09-07,0.0,14M,5.9.6,4.1 and up,"5,000,000+"
Game,4.5,3778921,Everyone,2019-08-30,0.0,75M,3.8.5.go,4.1 and up,"100,000,000+"
Game Puzzle,4.07,6916,Everyone,2020-01-01,0.0,37M,3.3,4.1 and up,"100,000+"
Books And Reference,4.63,232,Everyone,2020-02-11,0.0,4.4M,4,4.0.3 and up,"100,000+"
Game Card,4.13,38539,Teen,2020-04-30,0.0,54M,1.7.2,4.4 and up,"1,000,000+"
Art And Design,4.7,121,Everyone,2019-08-07,0.0,3.1M,2.8,4.0.3 and up,"10,000+"
Personalization,4.7,18858,Everyone,2020-04-05,0.0,15M,3.4,4.0 and up,"1,000,000+"
Game Word,4.41,2391,Everyone,2017-05-05,0.0,41M,1.0.1,2.3.3 and up,"100,000+"
Auto And Vehicles,4.45,483,Everyone,2019-12-07,0.0,26M,3.0.6,4.0.3 and up,"10,000+"
Video Players,3.81,6894,Everyone,2020-01-13,0.0,2.1M,4.2,4.4 and up,"1,000,000+"
Books And Reference,4.58,61955,Everyone,2020-02-25,0.0,8.0M,4.2.1,2.3 and up,"1,000,000+"
Lifestyle,4.61,172,Everyone,2020-02-06,0.0,39M,3.1,4.1 and up,"10,000+"
Books And Reference,4.44,118,Everyone,2019-12-17,222.9942,67M,3.0.1,4.1 and up,500+
Music And Audio,4.6,116,Everyone,2019-01-03,0.0,15M,1,4.0 and up,"10,000+"
Game Puzzle,4.85,74875,Everyone,2020-05-01,0.0,71M,1.32.0,4.4 and up,"1,000,000+"
Communication,5.0,1,Everyone,2019-12-28,0.0,26M,1.2.4,4.1 and up,10+
Productivity,3.41,1966,Everyone,2020-04-18,0.0,46M,3.4.0,4.0 and up,"100,000+"
Business,4.49,21671,Everyone,2020-04-30,0.0,,,,"1,000,000+"
Education,4.45,1256,Everyone,2019-11-16,0.0,18M,2.4,4.0.3 and up,"100,000+"
Finance,4.8,12,Everyone,2019-07-18,0.0,2.7M,2.1,5.0 and up,"1,000+"
Productivity,4.33,603,Everyone,2020-04-25,409.4442,,,,"5,000+"
Music And Audio,4.25,3636,Teen,2017-12-21,0.0,6.1M,1,4.1 and up,"100,000+"
Game,4.3,22333,Everyone 10+,2019-09-11,0.0,9.7M,2.01,4.3 and up,"1,000,000+"
Business,4.68,580,Everyone,2020-04-20,0.0,12M,2.4.4_startup,4.4 and up,"50,000+"
Social,4.3,99557,Mature 17+,2020-05-06,0.0,,,,"1,000,000+"
Game Educational,4.22,29751,Everyone,2020-03-31,0.0,,3.4,4.0.3 and up,"5,000,000+"
Education,4.82,1794,Everyone,2020-03-23,0.0,29M,6.0.3,4.0.3 and up,"100,000+"
Finance,3.88,68,Everyone,2016-09-29,0.0,2.3M,1.1,4.4 and up,"10,000+"
Sports,4.5,10,Everyone,2020-04-18,0.0,45M,171.14.1,5.0 and up,"1,000+"
Tools,4.37,10540,Everyone,2016-06-15,0.0,,,,"1,000,000+"
Books And Reference,4.5,30785,Everyone,2020-03-15,0.0,4.1M,2.74,4.1 and up,"1,000,000+"
Entertainment,3.78,160,Everyone,2018-04-06,0.0,1.2M,1.2.4,2.3 and up,"50,000+"
Travel And Local,4.3,2235,Everyone,2020-03-04,0.0,25M,3.3.0,5.0 and up,"100,000+"
Game Action,4.3,572020,Mature 17+,2019-11-03,0.0,61M,2.6.0,4.0.3 and up,"10,000,000+"
Food And Drink,5.0,1,Everyone,2019-11-08,0.0,8.1M,1.0.149,6.0 and up,100+
Books And Reference,4.53,17628,Everyone,2020-04-28,0.0,,,,"500,000+"
Family,5.0,3,Everyone,2019-09-05,0.0,4.0M,1.0.5,4.4 and up,100+
Game Arcade,4.31,6066,Everyone,2020-02-15,0.0,34M,12,4.1 and up,"1,000,000+"
Tools,4.37,51,Everyone,2020-02-29,0.0,8.9M,2.3.0,4.1 and up,"1,000+"
Game Puzzle,4.46,377,Everyone,2018-02-09,0.0,,,,"10,000+"
Maps And Navigation,4.7,38375,Everyone,2019-08-30,0.0,49M,3.0.2,4.1 and up,"1,000,000+"
Entertainment,4.39,44,Everyone,2019-12-18,0.0,66M,2.2,4.2 and up,"10,000+"
Medical,3.69,823,Everyone,2020-04-10,0.0,35M,1.7.0.221.44,5.0 and up,"100,000+"
Tools,4.4,393,Everyone,2020-03-02,0.0,4.6M,2.5,4.1 and up,"100,000+"
Education,4.95,39,Everyone,2020-03-13,0.0,6.2M,1.1.6,4.2 and up,500+
Tools,4.4,115479,Everyone,2016-05-19,0.0,551k,1.0.70,1.6 and up,"10,000,000+"
Travel And Local,3.4,39,Everyone,2014-08-24,190.9248,32M,1.3.1,2.2 and up,"1,000+"
Shopping,4.5,44588,Everyone,2019-08-16,0.0,20M,9.0.0,4.4 and up,"5,000,000+"
Dating,4.2,40035,Mature 17+,2019-08-31,0.0,6.5M,1.31.3,4.0.3 and up,"1,000,000+"
Medical,4.4,716,Everyone 10+,2019-09-10,0.0,9.9M,1.3,4.0.3 and up,"100,000+"
Lifestyle,3.75,54822,Everyone,2020-05-05,0.0,,,,"10,000,000+"
Photography,4.08,20152,Everyone,2020-03-30,0.0,9.1M,2,5.0 and up,"1,000,000+"
Game Puzzle,4.33,3632,Everyone,2020-02-15,148.4142,8.4M,1.0.12,4.0.3 and up,"50,000+"
Entertainment,3.7,18523,Teen,2019-08-06,0.0,,,,"1,000,000+"
Food And Drink,5.0,1,Everyone,2019-06-20,0.0,11M,1.0.130,6.0 and up,100+
Family,5.0,22,Everyone,2018-12-12,0.0,3.6M,2.0,4.4 and up,"1,000+"
Dating,3.7,76646,Mature 17+,2019-08-27,0.0,,,,"10,000,000+"
Game Puzzle,4.68,943,Everyone,2020-02-14,0.0,2.7M,1.0.8,4.4 and up,"100,000+"
Productivity,3.66,1730,Everyone,2020-04-16,0.0,,,,"500,000+"
Game,3.5,46801,Everyone,2019-09-07,0.0,60M,3.4.6,4.1 and up,"1,000,000+"
Game Music,4.44,73455,Everyone,2020-01-26,0.0,,3.0.9,4.1 and up,"5,000,000+"
Tools,3.3,673,Everyone,2020-01-16,0.0,3.5M,2.0.0,8.0 and up,"10,000+"
Entertainment,4.18,15483,Teen,2020-04-25,0.0,23M,25.19.1,4.4 and up,"1,000,000+"
Education,4.37,295,Everyone,2020-04-16,0.0,3.2M,1.4,4.0.3 and up,"50,000+"
Business,4.2,5,Everyone,2019-07-18,0.0,11M,1,4.2 and up,500+
Books And Reference,4.92,351,Everyone,2020-04-19,0.0,46M,5,4.3 and up,"10,000+"
Communication,3.67,3,Everyone,2020-03-19,0.0,2.1M,7.1,4.0 and up,"1,000+"
Education,4.62,75718,Everyone,2020-04-03,0.0,29M,4.2.319,4.4 and up,"1,000,000+"
Sports,4.4,133825,Everyone 10+,2019-08-29,0.0,34M,6.17.2,4.4 and up,"10,000,000+"
Game Puzzle,4.35,484,Everyone,2020-04-20,0.0,5.1M,1.2.06,4.0.3 and up,"100,000+"
Entertainment,4.49,758,Everyone,2020-05-01,0.0,77M,1.3,2.3 and up,"50,000+"
Health And Fitness,3.6,542,Everyone,2018-04-09,0.0,1.7M,1.7,2.3.3 and up,"50,000+"
Travel And Local,4.72,18,Everyone,2019-12-06,0.0,47M,1.1,4.4 and up,"1,000+"
Education,4.26,561,Everyone,2019-10-16,297.5742,3.1M,1.0.1.2018090701,2.1 and up,"10,000+"
Game Educational,3.88,8,Everyone,2019-12-28,0.0,54M,2.1,5.0 and up,100+
Tools,4.56,23999,Everyone,2020-03-03,0.0,4.2M,1.2.1,4.1 and up,"100,000+"
Lifestyle,4.59,39,Everyone,2019-12-13,0.0,594k,8.0.0,4.4 and up,"10,000+"
Game,3.8,17,Everyone,2019-04-17,0.0,30M,1.5,7.0 and up,"1,000+"
Music And Audio,4.32,171,Everyone,2020-04-09,0.0,5.5M,1.1.1,4.1 and up,"50,000+"
Game Puzzle,4.49,651,Everyone,2019-10-29,73.8342,68M,1.13,4.1 and up,"100,000+"
Finance,3.17,2905,Everyone,2019-12-24,0.0,2.3M,1.0.6,4.1 and up,"1,000,000+"
Books And Reference,4.57,888,Everyone,2014-08-18,0.0,1.5M,1,1.6 and up,"100,000+"
Game Simulation,4.29,57932,Everyone,2020-04-24,0.0,44M,1.2.8,4.1 and up,"1,000,000+"
Game Action,4.02,687,Everyone,2019-08-21,0.0,41M,1.1.1,4.4 and up,"100,000+"
Business,3.72,279,Everyone,2019-12-24,0.0,7.7M,1.2.4.2018111501,4.4 and up,"50,000+"
Education,4.66,4268,Everyone,2020-04-27,0.0,18M,1.7,4.0 and up,"100,000+"
Food And Drink,4.65,2291,Everyone,2020-05-05,446.7342,,,,"10,000+"
Education,4.51,47,Everyone,2020-02-28,0.0,9.3M,3.2.4,4.1 and up,"1,000+"
Health And Fitness,4.76,62164,Everyone,2020-04-15,0.0,12M,2018.01.01,3.2 and up,"1,000,000+"
Photography,4.3,68071,Everyone,2019-06-09,0.0,,,,"5,000,000+"
Lifestyle,5.0,3,Everyone,2018-06-27,0.0,8.6M,1.0,4.1 and up,50+
Family,4.5,354454,Everyone,2019-08-06,0.0,71M,6.4.0,4.1 and up,"10,000,000+"
Lifestyle,4.44,758,Everyone,2020-03-04,0.0,1.9M,1.1,6.0 and up,"10,000+"
Dating,3.7,1439,Mature 17+,2019-09-03,0.0,38M,1.1.46,4.2 and up,"50,000+"
Video Players,3.7,11549,Teen,2019-08-17,0.0,,,,"1,000,000+"
Game Action,4.45,4985,Everyone 10+,2020-04-14,297.5742,29M,1.1.4,5.1 and up,"50,000+"
Travel And Local,4.57,71937,Everyone,2020-05-01,0.0,10M,7.2.0,5.0 and up,"5,000,000+"
Game,4.5,14200550,Everyone,2019-09-04,0.0,52M,4.0.0,4.0.3 and up,"100,000,000+"
Music And Audio,4.73,1415,Everyone,2019-11-24,0.0,19M,1.5,4.0.3 and up,"100,000+"
Game Educational,4.44,101967,Everyone,2020-05-06,0.0,50M,1.0.68,4.1 and up,"5,000,000+"
Family,4.1,10758,Everyone 10+,2017-01-18,372.1542,8.0M,,4.0.3 and up,"100,000+"
Sports,4.42,410,Everyone,2020-03-05,0.0,5.5M,11.7,4.2 and up,"10,000+"
Productivity,4.21,77797,Everyone,2020-04-24,0.0,15M,14.2.0,4.4 and up,"10,000,000+"
Entertainment,3.67,15,Everyone,2019-02-02,0.0,58M,1,4.0.3 and up,"10,000+"
Game Strategy,3.0,4,Teen,2020-04-09,0.0,22M,208,4.1 and up,500+
Maps And Navigation,4.18,3761,Everyone,2019-12-07,0.0,5.4M,2,4.1 and up,"500,000+"
Finance,4.45,1779,Everyone,2020-03-19,0.0,23M,2.2.0,4.1 and up,"500,000+"
Education,4.54,13395,Everyone,2020-05-06,0.0,27M,3.4.4,4.0.3 and up,"100,000+"
Tools,4.13,335,Everyone,2018-05-02,0.0,6.2M,1.8,3.0 and up,"100,000+"
Weather,3.62,50,Everyone,2018-12-14,0.0,16M,1.1.0,4.4 and up,"10,000+"
Productivity,4.21,16374,Everyone,2017-05-30,0.0,9.0M,4.0.7.3,4.1 and up,"1,000,000+"
Lifestyle,5.0,2,Everyone,2018-11-11,0.0,7.6M,1,2.3 and up,500+
Personalization,4.64,212,Everyone,2020-01-09,0.0,3.2M,1.1.1,4.0.3 and up,"10,000+"
Game Word,4.39,66785,Everyone,2016-11-02,0.0,1.0M,2.3,2.3 and up,"1,000,000+"
Travel And Local,4.2,2129707,Everyone,2019-09-10,0.0,,,,"1,000,000,000+"
Photography,4.4,1163232,Everyone,2019-08-24,0.0,31M,3.4.0,4.0.3 and up,"50,000,000+"
Communication,4.16,25,Teen,2020-05-01,0.0,22M,47,4.0.3 and up,"1,000+"
Productivity,4.4,2352,Everyone,2020-05-06,0.0,,,,"500,000+"
Game Arcade,4.01,7713,Everyone,2020-03-02,0.0,5.0M,2.2.1,,"1,000,000+"
Tools,4.59,34,Everyone,2020-05-03,222.9942,6.0M,3.5.0,5.0 and up,100+
Entertainment,4.59,52029,Mature 17+,2020-05-06,0.0,54M,2.7.9,4.2 and up,"5,000,000+"
Family,3.0,480,Everyone,2018-10-05,0.0,19M,2.40,6.0 and up,"1,000,000+"
Video Players,4.09,11,Everyone,2015-11-17,0.0,2.7M,1.4.1,4.0 and up,"1,000+"
Travel And Local,3.0,2750,Everyone,2019-02-26,0.0,39M,10.7.8.111,4.2 and up,"5,000,000+"
Books And Reference,4.87,846959,Everyone,2019-04-20,0.0,11M,2.8.4,2.3 and up,"10,000,000+"
Lifestyle,4.79,43,Everyone,2020-03-17,0.0,4.5M,1.3,4.0.3 and up,"10,000+"
Books And Reference,3.82,72,Everyone,2019-05-10,0.0,4.2M,4.1,4.0.3 and up,"10,000+"
Game Casino,4.26,361529,Teen,2020-05-02,0.0,,4.8.34,4.1 and up,"10,000,000+"
Music And Audio,4.72,3509,Everyone,2019-10-23,0.0,56M,3,2.3.3 and up,"500,000+"
Game,4.2,32849,Everyone,2016-11-03,0.0,1.5M,2.2.13,2.3 and up,"1,000,000+"
Education,4.21,39,Everyone,2019-08-02,0.0,21M,1,4.0.3 and up,"10,000+"
Weather,4.37,2233043,Everyone,2020-04-24,0.0,,,,"50,000,000+"
Entertainment,3.98,1442,Everyone,2020-01-28,0.0,5.2M,9.1,4.0.3 and up,"100,000+"
Game Casual,4.42,9914,Everyone,2019-03-10,0.0,9.2M,1.0.1,4.0.3 and up,"1,000,000+"
Productivity,4.6,1488396,Everyone,2019-09-07,0.0,,,,"100,000,000+"
Books And Reference,4.31,8125,Everyone,2020-03-25,0.0,32M,1.3.3,4.1 and up,"500,000+"
Lifestyle,4.4,6904,Everyone,2020-05-05,0.0,,,,"100,000+"
Books And Reference,4.08,247,Everyone,2018-08-26,0.0,16M,5.0.12,4.1 and up,"50,000+"
Entertainment,4.52,21,Everyone,2020-03-12,0.0,34M,5.1,4.1 and up,"10,000+"
Game,4.3,205830,Everyone,2019-07-25,0.0,63M,4.4.9,4.1 and up,"10,000,000+"
Medical,2.9,92,Everyone,2019-07-20,0.0,1.5M,3.1-2018 – (13),4.0 and up,"10,000+"
Photography,3.5,6,Everyone,2019-12-06,0.0,3.5M,1,4.1 and up,500+
Communication,4.3,541389,Everyone,2019-08-13,0.0,,7.5.3.20547,4.1 and up,"10,000,000+"
Tools,4.67,1159,Everyone,2020-02-10,111.1242,3.4M,3.3.4,4.1 and up,"100,000+"
Sports,4.61,1245,Everyone,2020-05-01,0.0,12M,3.1.0,4.1 and up,"100,000+"
Education,3.99,3412,Everyone,2019-11-18,0.0,15M,4.0.0,4.1 and up,"500,000+"
Entertainment,4.11,838,Mature 17+,2020-01-28,0.0,53M,1,4.1 and up,"500,000+"
Education,4.2,6012,Everyone,2020-05-01,0.0,63M,4.12.2,4.4 and up,"1,000,000+"
Game Arcade,4.34,23266,Everyone,2019-07-25,0.0,12M,1.5.3,4.0.3 and up,"5,000,000+"
Family,4.3,259,Everyone,2018-03-29,0.0,49M,1.3.2,4.0 and up,"10,000+"
Game,3.9,6121,Mature 17+,2019-07-25,0.0,61M,2.1,4.1 and up,"500,000+"
Game Action,4.22,62398,Mature 17+,2019-07-18,0.0,54M,1.0.4,3.0 and up,"5,000,000+"
Game Strategy,4.1,25326,Teen,2019-06-15,0.0,27M,1.2.6,2.3 and up,"1,000,000+"
Game Casual,4.51,1170,Everyone,2020-02-21,0.0,32M,3.0.2,4.0.3 and up,"100,000+"
Game Educational,4.49,42281,Everyone,2020-01-04,0.0,,,,"10,000,000+"
Music And Audio,4.74,85,Everyone,2020-02-15,0.0,23M,2,4.1 and up,"10,000+"
Game Casual,4.36,65055,Everyone,2020-05-03,0.0,33M,1.9.2,4.1 and up,"10,000,000+"
Game Action,4.47,97984,Mature 17+,2019-10-02,0.0,,,,"10,000,000+"
Books And Reference,4.58,1563,Everyone,2016-06-27,0.0,2.6M,1.1,2.3 and up,"100,000+"
Food And Drink,4.7,6118,Everyone,2019-08-11,0.0,,,,"1,000,000+"
Family,4.7,39153,Everyone,2019-08-29,0.0,98M,1.1.7,4.1 and up,"1,000,000+"
Game Casino,4.36,572818,Teen,2020-02-26,0.0,,,,"10,000,000+"
Entertainment,3.41,797,Everyone,2020-03-19,0.0,3.9M,2.0.6,4.4 and up,"100,000+"
Medical,4.5,133,Everyone,2015-09-06,222.9942,2.8M,3.0,2.3 and up,"10,000+"
Music And Audio,5.0,1,Everyone,2020-01-04,0.0,5.5M,1,4.1 and up,500+
Health And Fitness,3.8,40,Everyone,2020-04-29,0.0,30M,2.0.1,4.1 and up,"5,000+"
Personalization,4.2,63699,Teen,2016-10-25,0.0,2.3M,1.1.6,2.3 and up,"5,000,000+"
Food And Drink,4.39,1845,Everyone,2020-02-21,0.0,7.6M,25.3.0,4.0.3 and up,"100,000+"
Game Adventure,4.0,3437,Everyone,2020-02-15,73.8342,50M,2.9.4,4.0.3 and up,"100,000+"
Finance,4.32,79,Everyone,2020-04-22,0.0,5.1M,1.5.3,4.4 and up,"10,000+"
Personalization,4.67,500,Everyone,2020-04-13,0.0,9.2M,3,4.0.3 and up,"50,000+"
Lifestyle,4.76,104,Everyone,2018-08-23,0.0,12M,1.9.3,4.0.3 and up,"10,000+"
Entertainment,4.02,3182,Everyone,2019-09-07,0.0,6.9M,1.0.0.vrtn.4,4.3 and up,"500,000+"
Education,2.01,366,Everyone,2020-03-22,0.0,4.0M,1.5.3,4.1 and up,"50,000+"
Food And Drink,3.23,290,Everyone,2020-04-14,0.0,16M,,4.3 and up,"50,000+"
Game Board,4.29,7,Everyone,2017-10-23,0.0,9.4M,1.04,2.3 and up,"1,000+"
Family,4.7,12784,Everyone,2019-09-08,0.0,15M,1.3.3,4.1 and up,"1,000,000+"
Education,4.33,79,Everyone,2020-04-17,0.0,4.2M,5.0.2,4.4 and up,"1,000+"
Tools,4.56,520699,Everyone,2020-04-25,0.0,,,,"10,000,000+"
Shopping,2.95,360,Everyone,2020-05-03,0.0,,,,"100,000+"
Education,4.76,290,Everyone,2020-02-03,0.0,17M,2.1,4.1 and up,"10,000+"
Game Action,4.44,607821,Everyone 10+,2020-04-15,0.0,86M,1.5.0,4.1 and up,"10,000,000+"
Game Music,4.46,853262,Everyone,2020-05-07,0.0,,6.22.060,4.1 and up,"100,000,000+"
Game Arcade,4.01,217,Everyone,2016-12-14,0.0,8.5M,1.2,2.3.3 and up,"5,000+"
Lifestyle,4.56,7581,Everyone,2020-01-26,0.0,10M,1.9,4.0 and up,"1,000,000+"
Game Simulation,3.38,47,Everyone,2020-02-12,0.0,62M,1.1.2,4.1 and up,"1,000+"
Sports,4.25,4,Everyone,2020-01-13,0.0,1.9M,1.0.25,4.0 and up,500+
Video Players,4.11,11168,Everyone,2019-09-14,0.0,16M,4.1.3,4.0.3 and up,"1,000,000+"
Productivity,4.34,2024,Everyone,2020-04-24,0.0,2.9M,2.1.3,4.0.3 and up,"100,000+"
Shopping,4.81,1312,Everyone,2020-01-24,0.0,6.7M,1.2.0,4.4 and up,"50,000+"
Game Board,4.85,94800,Everyone,2020-05-01,0.0,31M,1.6.6,4.1 and up,"5,000,000+"
Game Puzzle,4.65,3365,Everyone,2019-11-28,297.5742,8.6M,2,4.0.3 and up,"100,000+"
Photography,4.67,111,Everyone,2020-01-05,0.0,8.0M,3,4.0 and up,"10,000+"
Finance,3.0,62,Everyone,2018-07-31,0.0,17M,0.1.8,4.0 and up,"10,000+"
Game Educational,4.0,69,Everyone,2017-03-30,0.0,24M,1.3,2.3.3 and up,"10,000+"
Entertainment,4.59,22,Everyone,2020-02-02,0.0,5.3M,3.1,4.0.3 and up,"1,000+"
Entertainment,4.8,8774,Teen,2019-11-26,0.0,3.6M,1,4.1 and up,"100,000+"
Health And Fitness,2.8,15,Everyone,2020-02-28,0.0,36M,3.53,4.1 and up,"1,000+"
Shopping,4.3,125783,Teen,2019-09-10,0.0,,,,"10,000,000+"
Game Trivia,4.74,543,Everyone,2020-05-01,0.0,12M,1.3.5,4.2 and up,"10,000+"
Game Educational,3.92,3779,Everyone,2020-05-05,0.0,36M,1.6.9,4.0.3 and up,"1,000,000+"
Comics,4.5,438,Everyone,2019-01-31,0.0,3.4M,1.0,2.3 and up,"10,000+"
Game,4.4,4638163,Everyone 10+,2019-08-23,0.0,96M,1.10.12,4.1 and up,"100,000,000+"
Education,4.32,493,Everyone,2020-02-06,0.0,58M,1.2.55,4.2 and up,"50,000+"
Game Trivia,4.32,702869,Everyone,2020-03-21,0.0,64M,4.0.3,4.1 and up,"10,000,000+"
Education,4.73,73317,Everyone,2020-05-02,0.0,8.6M,3.3.43.190329,5.0 and up,"1,000,000+"
Game Word,4.45,224773,Everyone,2020-04-13,0.0,2.6M,1.6.5,4.1 and up,"5,000,000+"
Education,4.36,346,Everyone,2019-12-23,0.0,4.0M,21.0.7,4.1 and up,"50,000+"
Weather,4.29,16735,Everyone,2020-05-07,0.0,18M,5.6.1,4.1 and up,"500,000+"
Game Puzzle,4.66,22049,Everyone,2020-05-06,0.0,7.9M,1.1.2,4.0 and up,"1,000,000+"
Communication,4.46,127,Everyone,2020-04-05,0.0,5.0M,1.1,4.0.3 and up,"10,000+"
Maps And Navigation,3.75,4,Everyone,2016-07-11,0.0,3.3M,2.1,4.0 and up,500+
Game,4.2,358,Everyone,2015-12-11,0.0,15M,1.1.5,2.3 and up,"10,000+"
Music And Audio,4.62,4291,Teen,2020-04-28,0.0,25M,2.2.39,4.4 and up,"100,000+"
Food And Drink,5.0,9,Everyone,2020-03-21,0.0,6.7M,1.0.157,6.0 and up,100+
Food And Drink,3.85,13,Everyone,2020-02-28,0.0,,2.4.0,4.1 and up,"1,000+"
Game Puzzle,4.75,363846,Everyone,2019-12-24,0.0,68M,,,"10,000,000+"
Tools,3.8,159,Everyone,2019-05-25,0.0,7.5M,5.5,5.0 and up,"10,000+"
Education,5.0,6,Everyone,2020-02-29,0.0,11M,1,4.0.3 and up,"1,000+"
Productivity,4.6,404617,Everyone,2019-05-11,0.0,,,,"10,000,000+"
Tools,4.21,49434,Everyone,2018-05-26,0.0,14M,3.0.52,4.0 and up,"1,000,000+"
Business,4.29,31,Everyone,2020-04-18,0.0,24M,2.2.3,5.0 and up,"1,000+"
Tools,4.0,495971,Everyone,2017-04-20,0.0,2.7M,2.3,2.3.3 and up,"50,000,000+"
Art And Design,4.66,731,Everyone,2020-05-03,0.0,27M,1.0.3,4.0.3 and up,"10,000+"
News And Magazines,4.11,459,Everyone,2018-03-13,0.0,2.3M,1.1,4.4 and up,"100,000+"
Entertainment,4.2,509,Everyone,2019-11-24,0.0,3.8M,20|10|18,4.1 and up,"50,000+"
Game Educational,3.43,14,Everyone,2019-09-14,222.9942,59M,2.0.0,4.1 and up,"1,000+"
Personalization,4.01,7729,Everyone,2020-04-10,0.0,17M,1.6,4.1 and up,"1,000,000+"
Game,4.5,16815,Teen,2019-09-08,0.0,59M,1.0404,4.0.3 and up,"1,000,000+"
Productivity,3.99,1098,Everyone,2020-03-21,0.0,8.8M,1.2,4.1 and up,"100,000+"
Productivity,4.45,3914,Everyone,2016-06-13,0.0,2.4M,1.1.3,4.3 and up,"500,000+"
Business,4.25,380,Everyone,2020-04-22,0.0,,,4.1 and up,"50,000+"
Game Card,4.42,73484,Everyone,2020-04-02,0.0,8.9M,4.11.2,4.0.3 and up,"5,000,000+"
Game Action,3.98,2092,Teen,2020-04-20,0.0,51M,5.3,4.1 and up,"100,000+"
